type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
article,1985848,Tianwei  Sheng and Neil  Vachharajani and Stephane  Eranian and Robert  Hundt and Wenguang  Chen and Weimin  Zheng,,,,RACEZ: A Lightweight and Non-invasive Race Detection Tool for Production Applications,401--410,,10,"data races, performance monitoring unit, probability analysis, sampling",10.1145/1985793.1985848,,,,,,,2011,,Proceedings of the 33rd International Conference on Software Engineering,ICSE '11,,978-1-4503-0445-0,"Waikiki, Honolulu, HI, USA",ACM,"New York, NY, USA"
article,1985839,Lucas  Cordeiro and Bernd  Fischer,,,,Verifying Multi-threaded Software Using Smt-based Context-bounded Model Checking,331--340,,10,"formal software verification, multi-threaded systems, sat modulo theories, symbolic and explicit model checking",10.1145/1985793.1985839,,,,,,,2011,,Proceedings of the 33rd International Conference on Software Engineering,ICSE '11,,978-1-4503-0445-0,"Waikiki, Honolulu, HI, USA",ACM,"New York, NY, USA"
article,1985819,Horatiu  Dumitru and Marek  Gibiec and Negar  Hariri and Jane  Cleland-Huang and Bamshad  Mobasher and Carlos  Castro-Herrera and Mehdi  Mirakhorli,,,,On-demand Feature Recommendations Derived from Mining Public Product Descriptions,181--190,,10,"clustering, domain analysis, recommender systems",10.1145/1985793.1985819,,,,,,,2011,,Proceedings of the 33rd International Conference on Software Engineering,ICSE '11,,978-1-4503-0445-0,"Waikiki, Honolulu, HI, USA",ACM,"New York, NY, USA"
article,1985883,Bradley  Schmerl and David  Garlan and Vishal  Dwivedi and Michael W. Bigrigg and Kathleen M. Carley,,,,SORASCS: A Case Study in Soa-based Platform Design for Socio-cultural Analysis,643--652,,10,"platform design, service oriented architectures, socio-cultural analysis",10.1145/1985793.1985883,,,,,,,2011,,Proceedings of the 33rd International Conference on Software Engineering,ICSE '11,,978-1-4503-0445-0,"Waikiki, Honolulu, HI, USA",ACM,"New York, NY, USA"
article,1985796,Lin  Tan and Yuanyuan  Zhou and Yoann  Padioleau,,,,aComment: Mining Annotations from Comments and Code to Detect Interrupt Related Concurrency Bugs,11--20,,10,"annotation languages, concurrency bug detection, interrupts, operating systems, static analysis",10.1145/1985793.1985796,,,,,,,2011,,Proceedings of the 33rd International Conference on Software Engineering,ICSE '11,,978-1-4503-0445-0,"Waikiki, Honolulu, HI, USA",ACM,"New York, NY, USA"
article,1985885,Liam  O'Brien and James  Gibson and Jon  Gray,,,,A Method for Selecting SOA Pilot Projects Including a Pilot Metrics Framework,653--662,,10,"project selection criteria, service-oriented architecture",10.1145/1985793.1985885,,,,,,,2011,,Proceedings of the 33rd International Conference on Software Engineering,ICSE '11,,978-1-4503-0445-0,"Waikiki, Honolulu, HI, USA",ACM,"New York, NY, USA"
article,1985891,Dan  Port and Allen  Nikora and Jairus  Hihn and LiGuo  Huang,,,,Experiences with Text Mining Large Collections of Unstructured Systems Development Artifacts at Jpl,701--710,,10,"assurance, experience, requirements assurance, risk, risk assurance, system repository mining, systems development artifact, text mining",10.1145/1985793.1985891,,,,,,,2011,,Proceedings of the 33rd International Conference on Software Engineering,ICSE '11,,978-1-4503-0445-0,"Waikiki, Honolulu, HI, USA",ACM,"New York, NY, USA"
article,1985827,Eric  Bodden and Andreas  Sewe and Jan  Sinschek and Hela  Oueslati and Mira  Mezini,,,,Taming Reflection: Aiding Static Analysis in the Presence of Reflection and Custom Class Loaders,241--250,,10,"dynamic class loaders, dynamic class loading, native code, reflection, static analysis, tracing",10.1145/1985793.1985827,,,,,,,2011,,Proceedings of the 33rd International Conference on Software Engineering,ICSE '11,,978-1-4503-0445-0,"Waikiki, Honolulu, HI, USA",ACM,"New York, NY, USA"
article,1985903,Wladimir  Araujo and Lionel C. Briand and Yvan  Labiche,,,,Enabling the Runtime Assertion Checking of Concurrent Contracts for the Java Modeling Language,786--795,,10,"concurrency, design by contract, java, jml, object-oriented programming",10.1145/1985793.1985903,,,,,,,2011,,Proceedings of the 33rd International Conference on Software Engineering,ICSE '11,,978-1-4503-0445-0,"Waikiki, Honolulu, HI, USA",ACM,"New York, NY, USA"
article,1985994,Barry  Boehm and Ricardo  Valerdi,,,,"Impact of Software Resource Estimation Research on Practice: A Preliminary Report on Achievements, Synergies, and Challenges",1057--1065,,9,"impact project, software resource estimation",10.1145/1985793.1985994,,,,,,,2011,,Proceedings of the 33rd International Conference on Software Engineering,ICSE '11,,978-1-4503-0445-0,"Waikiki, Honolulu, HI, USA",ACM,"New York, NY, USA"
article,2337322,Abram  Hindle and Earl T.  Barr and Zhendong  Su and Mark  Gabel and Premkumar  Devanbu,,,,On the Naturalness of Software,837--847,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337267,Collin  McMillan and Mark  Grechanik and Denys  Poshyvanyk,,,,Detecting Similar Software Applications,364--374,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337268,Alberto  Bacchelli and Tommaso  Dal Sasso and Marco  D'Ambros and Michele  Lanza,,,,Content Classification of Development Emails,375--385,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337324,Cyrus  Omar and YoungSeok  Yoon and Thomas D.  LaToza and Brad A.  Myers,,,,Active Code Completion,859--869,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337310,Dan  Hao and Lu  Zhang and Xingxia  Wu and Hong  Mei and Gregg  Rothermel,,,,On-demand Test Suite Reduction,738--748,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337249,Xi  Ge and Quinton L.  DuBose and Emerson  Murphy-Hill,,,,Reconciling Manual and Automatic Refactoring,211--221,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337288,Robert  Reicherdt and Sabine  Glesner,,,,Slicing MATLAB Simulink Models,551--561,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337313,Will  Dietz and Peng  Li and John  Regehr and Vikram  Adve,,,,Understanding Integer Overflow in C/C++,760--770,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337269,Yuan  Tian and Julia  Lawall and David  Lo,,,,Identifying Linux Bug Fixing Patches,386--396,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337260,Jingyue  Li and Michael D.  Ernst,,,,CBCD: Cloned Buggy Code Detector,310--320,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337233,Fan  Long and Vijay  Ganesh and Michael  Carbin and Stelios  Sidiroglou and Martin  Rinard,,,,Automatic Input Rectification,80--90,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337280,Jorge  Ressia and Alexandre  Bergel and Oscar  Nierstrasz,,,,Object-centric Debugging,485--495,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337289,Ali  Razavi and Kostas  Kontogiannis,,,,Partial Evaluation of Model Transformations,562--572,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337316,Raymond P. L.  Buse and Westley  Weimer,,,,Synthesizing API Usage Examples,782--792,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337327,Suresh  Thummalapenta and Saurabh  Sinha and Nimit  Singhania and Satish  Chandra,,,,Automating Test Automation,881--891,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337227,Jifeng  Xuan and He  Jiang and Zhilei  Ren and Weiqin  Zou,,,,Developer Prioritization in Bug Repositories,25--35,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337305,Myoungkyu  Song and Eli  Tilevich,,,,Metadata Invariants: Checking and Inferring Metadata Coding Conventions,694--704,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337282,Laura  Plonka and Helen  Sharp and Janet van der  Linden,,,,Disengagement in Pair Programming: Does It Matter?,496--506,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337278,"Ross  Gore and Paul F.  Reynolds, Jr.",,,,Reducing Confounding Bias in Predicate-level Statistical Debugging Metrics,463--473,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337318,Gias  Uddin and Barth&#233;l&#233;my  Dagenais and Martin P.  Robillard,,,,Temporal Analysis of API Usage Concepts,804--814,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337254,Tobias  Roehm and Rebecca  Tiarks and Rainer  Koschke and Walid  Maalej,,,,How Do Professional Developers Comprehend Software?,255--265,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337283,John  Downs and Beryl  Plimmer and John G.  Hosking,,,,Ambient Awareness of Build Status in Collocated Software Teams,507--517,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337236,Ding  Yuan and Soyeon  Park and Yuanyuan  Zhou,,,,Characterizing Logging Practices in Open-source Software,102--112,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337323,Collin  McMillan and Negar  Hariri and Denys  Poshyvanyk and Jane  Cleland-Huang and Bamshad  Mobasher,,,,Recommending Source Code for Use in Rapid Software Prototypes,848--858,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337264,M&#225;rio Lu&#237;s  Guimar&#227;es and Ant&#243;nio Rito  Silva,,,,Improving Early Detection of Software Merge Conflicts,342--352,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337302,Maxime  Cordy and Andreas  Classen and Gilles  Perrouin and Pierre-Yves  Schobbens and Patrick  Heymans and Axel  Legay,,,,Simulation-based Abstractions for Software Product-line Model Checking,672--682,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337245,Gordon  Fraser and Andrea  Arcuri,,,,Sound Empirical Evidence in Software Testing,178--188,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337273,Pamela  Bhattacharya and Marios  Iliofotou and Iulian  Neamtiu and Michalis  Faloutsos,,,,Graph-based Analysis and Prediction for Software Evolution,419--429,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337312,Anders  M&#248;ller and Mathias  Schwarz,,,,Automated Detection of Client-state Manipulation Vulnerabilities,749--759,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337272,Ali  Mesbah and Shabnam  Mirshokraie,,,,Automated Analysis of CSS Rules to Support Style Maintenance,408--418,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337279,Wei  Jin and Alessandro  Orso,,,,BugRedux: Reproducing Field Failures for In-house Debugging,474--484,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337270,  Lucia and David  Lo and Lingxiao  Jiang and Aditya  Budi,,,,Active Refinement of Clone Anomaly Reports,397--407,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337296,Koen  Yskout and Riccardo  Scandariato and Wouter  Joosen,,,,Does Organizing Security Patterns Focus Architectural Choices?,617--627,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337306,Dalal  Alrajeh and Jeff  Kramer and Axel van  Lamsweerde and Alessandra  Russo and Sebasti&#225;n  Uchitel,,,,Generating Obstacle Conditions for Requirements Completeness,705--715,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337319,Rahul  Pandita and Xusheng  Xiao and Hao  Zhong and Tao  Xie and Stephen  Oney and Amit  Paradkar,,,,Inferring Method Specifications from Natural Language API Descriptions,815--825,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
