type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
article,2337240,Dacong  Yan and Guoqing  Xu and Atanas  Rountev,,,,Uncovering Performance Problems in Java Applications with Reference Propagation Profiling,134--144,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337328,Jinguo  Zhou and Xiao  Xiao and Charles  Zhang,,,,Stride: Search-based Deterministic Replay in Polynomial Time via Bounded Linkage,892--902,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337332,Michael  Pradel and Ciera  Jaspan and Jonathan  Aldrich and Thomas R.  Gross,,,,Statically Checking API Protocol Conformance with Mined Multi-object Specifications,925--935,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337258,Michael  Pradel and Thomas R.  Gross,,,,Leveraging Test Generation and Specification Mining for Automated Bug Detection Without False Positives,288--298,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337292,Yunhui  Zheng and Xiangyu  Zhang,,,,Static Detection of Resource Contention Problems in Server-side Scripts,584--594,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337314,Muhammad  Shahzad and Muhammad Zubair  Shafiq and Alex X.  Liu,,,,A Large Scale Exploratory Analysis of Software Vulnerability Life Cycles,771--781,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337309,Adrian  Nistor and Qingzhou  Luo and Michael  Pradel and Thomas R.  Gross and Darko  Marinov,,,,BALLERINA: Automatic Generation and Clustering of Efficient Random Unit Tests for Multithreaded Code,727--737,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337226,Jian  Zhou and Hongyu  Zhang and David  Lo,,,,Where Should the Bugs Be Fixed? - More Accurate Information Retrieval-based Bug Localization Based on Bug Reports,14--24,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337230,Barth&#233;l&#233;my  Dagenais and Martin P.  Robillard,,,,Recovering Traceability Links Between an API and Its Learning Resources,47--57,,11,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337379,Tony  Cowling,,,,Stages in Teaching Software Testing,1185--1194,,10,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337262,Sagi  Ifrah and David H.  Lorenz,,,,Crosscutting Revision Control System,321--330,,10,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337358,Jonathan  Bnayahu and Maayan  Goldstein and Mordechai  Nisenson and Yahalomit  Simionovici,,,,Making Sense of Healthcare Benefits,1034--1043,,10,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337385,Ivica  Crnkovi&#263; and Ivana  Bosni&#263; and Mario  &#381;agar,,,,Ten Tips to Succeed in Global Software Engineering Education,1225--1234,,10,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337352,June  Andronick and Ross  Jeffery and Gerwin  Klein and Rafal  Kolanski and Mark  Staples and He  Zhang and Liming  Zhu,,,,Large-scale Formal Verification in Practice: A Process Perspective,1002--1011,,10,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337380,Christopher  Fuhrman and Roger  Champagne and Alain  April,,,,Integrating Tools and Frameworks in Undergraduate Software Engineering Curriculum,1195--1204,,10,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337386,Igor  &#268;avrak and Marin  Orli&#263; and Ivica  Crnkovi&#263;,,,,Collaboration Patterns in Distributed Software Development Projects,1235--1244,,10,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337343,Raymond P. L.  Buse and Thomas  Zimmermann,,,,Information Needs for Software Development Analytics,987--996,,10,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337372,Stefan  Wagner and Klaus  Lochmann and Lars  Heinemann and Michael  Kl&#228;s and Adam  Trendowicz and Reinhold  Pl&#246;sch and Andreas  Seidl and Andreas  Goeb and Jonathan  Streit,,,,The Quamoco Product Quality Modelling and Assessment Approach,1133--1142,,10,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337367,Sebastian  Eder and Maximilian  Junker and Elmar  J&#252;rgens and Benedikt  Hauptmann and Rudolf  Vaas and Karl-Heinz  Prommer,,,,How Much Does Unused Code Matter for Maintenance?,1102--1111,,10,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337376,Terhi  Kilamo and Imed  Hammouda and Mohamed Amine  Chatti,,,,Teaching Collaborative Software Development: A Case Study,1165--1174,,10,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337362,Robert  DeLine and Andrew  Bragdon and Kael  Rowan and Jens  Jacobsen and Steven P.  Reiss,,,,Debugger Canvas: Industrial Experience with the Code Bubbles Paradigm,1064--1073,,10,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337360,Boya  Sun and Gang  Shu and Andy  Podgurski and Brian  Robinson,,,,Extending Static Analysis by Mining Project-specific Rules,1054--1063,,10,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337363,Thomas  Zimmermann and Nachiappan  Nagappan and Philip J.  Guo and Brendan  Murphy,,,,Characterizing and Predicting Which Bugs Get Reopened,1074--1083,,10,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337387,Guoping  Rong and He  Zhang and Mingjuan  Xie and Dong  Shao,,,,Improving PSP Education by Pairing: An Empirical Study,1245--1254,,10,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337375,Gabriele  Bavota and Andrea  De Lucia and Fausto  Fasano and Rocco  Oliveto and Carlo  Zottoli,,,,Teaching Software Engineering and Software Project Management: An Integrated and Practical Approach,1155--1164,,10,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337237,Mathieu  Lavall&#233;e and Pierre N.  Robillard,,,,The Impacts of Software Process Improvement on Developers: A Systematic Review,113--122,,10,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337377,J&#246;rn Guy  S&#252;&#946; and William  Billingsley,,,,Using Continuous Integration of Code and Content to Teach Software Engineering with Limited Resources,1175--1184,,10,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337353,Futoshi  Iwama and Taiga  Nakamura and Hironori  Takeuchi,,,,Constructing Parser for Industrial Software Specifications Containing Formal and Natural Language Description,1012--1021,,10,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337368,Emilia  Mendes,,,,Using Knowledge Elicitation to Improve Web Effort Estimation: Lessons from Six Industrial Case Studies,1112--1121,,10,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337354,Marie-Aude  Esteve and Joost-Pieter  Katoen and Viet Yen  Nguyen and Bart  Postma and Yuri  Yushtein,,,,"Formal Correctness, Safety, Dependability, and Performance Analysis of a Satellite",1022--1031,,10,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337371,Nicolas  Devos and Christophe  Ponsard and Jean-Christophe  Deprez and Renaud  Bauvin and Benedicte  Moriau and Guy  Anckaerts,,,,Efficient Reuse of Domain-specific Test Knowledge: An Industrial Case in the Smart Card Domain,1123--1132,,10,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337383,Ganesh  Samarthyam and Girish  Suryanarayana and Arbind Kumar  Gupta and Raghu  Nambiar,,,,FOCUS: An Adaptation of a SWEBOK-based Curriculum for Industry Requirements,1215--1224,,10,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337381,David  Budgen and Sarah  Drummond and Pearl  Brereton and Nikki  Holland,,,,What Scope is There for Adopting Evidence-informed Teaching in SE?,1205--1214,,10,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337364,Yingnong  Dang and Rongxin  Wu and Hongyu  Zhang and Dongmei  Zhang and Peter  Nobel,,,,ReBucket: A Method for Clustering Duplicate Crash Reports Based on Call Stack Similarity,1084--1093,,10,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337373,Yunho  Kim and Moonzoo  Kim and YoungJoo  Kim and Yoonkyu  Jang,,,,Industrial Application of Concolic Testing Approach: A Case Study on Libexif by Using CREST-BV and KLEE,1143--1152,,10,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337341,Domenico  Bianculli and Carlo  Ghezzi and Cesare  Pautasso and Patrick  Senti,,,,Specification Patterns from Research to Industry: A Case Study in Service-based Applications,968--976,,9,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2337366,Alberto  Sillitti and Giancarlo  Succi and Jelena  Vlasenko,,,,Understanding the Impact of Pair Programming on Developers Attention: A Case Study on a Large Industrial Experimentation,1094--1101,,8,,,,,,,,,2012,,Proceedings of the 34th International Conference on Software Engineering,ICSE '12,,978-1-4673-1067-3,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,2486911,Joshua  Garcia and Ivo  Krka and Chris  Mattmann and Nenad  Medvidovic,,,,Obtaining Ground-truth Software Architectures,901--910,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486823,Nadia  Polikarpova and Carlo A.  Furia and Yu  Pei and Yi  Wei and Bertrand  Meyer,,,,What Good Are Strong Specifications?,262--271,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486870,Antonio  Filieri and Corina S.  P&#259;s&#259;reanu and Willem  Visser,,,,Reliability Analysis in Symbolic Pathfinder,622--631,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486883,Marian  Petre,,,,UML in Practice,722--731,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486946,Marco  Kuhrmann and Daniel M&#233;ndez  Fern&#225;ndez and J&#252;rgen  M&#252;nch,,,,Teaching Software Process Modeling,1138--1147,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486817,Wei  Le,,,,Segmented Symbolic Analysis,212--221,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486809,Amanda  Swearngin and Myra B.  Cohen and Bonnie E.  John and Rachel K. E.  Bellamy,,,,Human Performance Regression Testing,152--161,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486800,Amruta  Gokhale and Vinod  Ganapathy and Yogesh  Padmanaban,,,,Inferring Likely Mappings Between APIs,82--91,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486813,Dale  Blue and Itai  Segall and Rachel  Tzoref-Brill and Aviad  Zlotnick,,,,Interaction-based Test-suite Minimization,182--191,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486839,Jaechang  Nam and Sinno Jialin  Pan and Sunghun  Kim,,,,Transfer Defect Learning,382--391,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486803,Michael  Whalen and Gregory  Gay and Dongjiang  You and Mats P. E.  Heimdahl and Matt  Staats,,,,Observable Modified Condition/Decision Coverage,102--111,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486829,Marcel  B&#246;hme and Bruno C. d. S.  Oliveira and Abhik  Roychoudhury,,,,Partition-based Regression Verification,302--311,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486833,Emerson  Murphy-Hill and Thomas  Zimmermann and Christian  Bird and Nachiappan  Nagappan,,,,The Design of Bug Fixes,332--341,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486891,Antonio  Carzaniga and Alessandra  Gorla and Andrea  Mattavelli and Nicol&#242;  Perino and Mauro  Pezz&#232;,,,,Automatic Recovery from Runtime Failures,782--791,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486791,Fabienne  Boyer and Olivier  Gruber and Damien  Pous,,,,Robust Reconfigurations of Component Assemblies,13--22,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486848,Daryl  Posnett and Raissa  D&#039;Souza and Premkumar  Devanbu and Vladimir  Filkov,,,,Dual Ecological Measures of Focus in Software Development,452--461,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486898,Sonia  Haiduc and Gabriele  Bavota and Andrian  Marcus and Rocco  Oliveto and Andrea  De Lucia and Tim  Menzies,,,,Automatic Query Reformulations for Text Retrieval in Software Engineering,842--851,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486934,Christopher N.  Bull and Jon  Whittle and Leon  Cruickshank,,,,Studios in Software Engineering Education: Towards an Evaluable Model,1063--1072,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486822,Ivan  Beschastnikh and Yuriy  Brun and Jenny  Abrahamson and Michael D.  Ernst and Arvind  Krishnamurthy,,,,Unifying FSM-inference Algorithms Through Declarative Specification,252--261,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486835,Yit Phang  Khoo and Jeffrey S.  Foster and Michael  Hicks,,,,Expositor: Scriptable Time-travel Debugging with First-class Traces,352--361,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486895,Nicholas  Sawadsky and Gail C.  Murphy and Rahul  Jiresal,,,,Reverb: Recommending Code-related Web Pages,812--821,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486818,John  Hatcliff and   Robby and Patrice  Chalin and Jason  Belt,,,,Explicating Symbolic Execution (xSymExe): An Evidence-based Verification Framework,222--231,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486882,Alberto  Bacchelli and Christian  Bird,,,,"Expectations, Outcomes, and Challenges of Modern Code Review",712--721,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486852,Sven  Apel and Alexander von  Rhein and Philipp  Wendler and Armin  Gr&#246;&#223;linger and Dirk  Beyer,,,,Strategies for Product-line Verification: Case Studies and Experiments,482--491,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486945,Maria  Paasivaara and Casper  Lassenius and Daniela  Damian and Petteri  R&#228;ty and Adrian  Schr&#246;ter,,,,Teaching Students Global Software Engineering Skills Using Distributed Scrum,1128--1137,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486912,Ganesh  Samarthyam and Girish  Suryanarayana and Tushar  Sharma and Shrinath  Gupta,,,,MIDAS: A Design Quality Assessment Method for Industrial Software,911--920,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486875,Mohamed  Almorsy and John  Grundy and Amani S.  Ibrahim,,,,Automated Software Architecture Security Risk Analysis Using Formalized Signatures,662--671,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486843,J&#233;r&#244;me  Vouillon and Roberto  Di Cosmo,,,,Broken Sets in Software Repository Evolution,412--421,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486869,Petr  Hosek and Cristian  Cadar,,,,Safe Software Updates via Multi-version Execution,612--621,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486830,Sai  Zhang and Michael D.  Ernst,,,,Automated Diagnosis of Software Configuration Errors,312--321,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486868,Esteban  Pavese and V&#237;ctor  Braberman and Sebastian  Uchitel,,,,Automated Reliability Estimation over Partial Systematic Explorations,602--611,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486812,Mohammad Mahdi  Hassan and James H.  Andrews,,,,Comparing Multi-point Stride Coverage and Dataflow Coverage,172--181,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486808,Domenico  Cotroneo and Roberto  Pietrantuono and Stefano  Russo,,,,A Learning-based Method for Combining Testing Techniques,142--151,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486825,William N.  Sumner and Xiangyu  Zhang,,,,Comparative Causality: Explaining the Differences Between Executions,272--281,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486897,Peter C.  Rigby and Martin P.  Robillard,,,,Discovering Essential Code Elements in Informal Documentation,832--841,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486884,Bakhtiar Khan  Kasi and Anita  Sarma,,,,Cassandra: Proactive Conflict Minimization Through Optimized Task Scheduling,732--741,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486866,Emmanuel  Letier and William  Heaven,,,,Requirements Modelling by Synthesis of Deontic Input-output Automata,592--601,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486910,Robert  Schwanke and Lu  Xiao and Yuanfang  Cai,,,,Measuring Architecture Quality by Structure Plus History Analysis,891--900,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486810,Suresh  Thummalapenta and K. Vasanta  Lakshmi and Saurabh  Sinha and Nishant  Sinha and Satish  Chandra,,,,Guided Test Generation for Web Applications,162--171,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486836,Jonathan  Bell and Nikhil  Sarda and Gail  Kaiser,,,,Chronicler: Lightweight Recording to Reproduce Field Failures,362--371,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486821,Shahar  Maoz and Yaniv  Sa&#039;ar,,,,Counter Play-out: Executing Unrealizable Scenario-based Specifications,242--251,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486834,Gerald  Bortis and Andr&#233; van der  Hoek,,,,PorchLight: A Tag-based Approach to Bug Triaging,342--351,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486794,Carlo  Ghezzi and Leandro Sales  Pinto and Paola  Spoletini and Giordano  Tamburrelli,,,,Managing Non-functional Uncertainty via Model-driven Adaptivity,33--42,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486859,Thomas W.  Bartenstein and Yu David  Liu,,,,Green Streams for Data-intensive Software,532--541,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
article,2486920,Dennis  Pagano and Bernd  Br&#252;gge,,,,User Involvement in Software Evolution Practice: A Case Study,953--962,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
